program_name,program_id,address,balance_lamports,balance_sol,data_size
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,FS9W4QH5YEQXBpmdUDx2YDCDBiegM9rMmpjcwN1r37Tk,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,JEAoB8SfEghaNQFsZpBfjVmgnNtUy29PfLCPcXjyAp6i,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,9bf2NfzvHA549YZagFFQwDoSa1x9hvivAZWVT3XYN5C1,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HKmRrPdLQUoABdnhzP3n4NszD1FdoErNi5HxrQJK81si,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,AZwmqecq8y9YT9Eykb4hAdtSuZNwFQUrbQmf4pc9jtnP,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,DT6V6oCBosHp1qoMEpMfSRrKTXXAeG5ie8z56heHf1ha,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,7zBZgiChScSbVKA9nieTjipM3VGg3wUYoDQxPNWvN4m1,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,EprKTE7Z2H9bq8opEUFykyKSmEpKFBZsrWaiCs2pZfvZ,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GwZJjU4zh6niCKkRxB3LSDfEAHEkDSNf5RaeSrFkcyG1,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,72ovb1g46REFbZRGLVVGsbkbqviAMymDzLsgxCQ7T3g8,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,7vd2wFrh3akBbCmbvctndKLfwjEBGXASbRGrhbiRS1qU,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,9TJ2MPSv854nXhb3Tconp5KYaxXVrQEGHjGeLbfiJ3RA,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,9uY9TF8pvM57P2eEPNuWkPWWJxb8NPcco945GeUFNaWW,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,5XnFVBsfw2BEn3uzT6AERFG9Vtz5K2gxoASccH4z9V3f,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,36CSruHaEuzQ5mbgXrTThXb3WuFwLPTzUHXvTcBfdPQC,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,P3g9UjDzt2seeLgNJCq8AChYe2voru4PgkfZzopytYv,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,BqE7AEe4TmH3xC5qCbDGJuq3yPwx1AbwTnHdeWZpcAmX,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,6ZdRNVL11UY5uGsty9ExvUFaUjnRUPb88QHpztjarXKS,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,CpG4Ydu4JcRJEVQqp3PWPKtKaSbbKCtr2CCKNMoLjuGq,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,AQxTQNaVm6K1sZbwHFr4ED1s21jMtbC4qwCyct5RGwPe,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,31CxMmGK3xDDzzAd7Rp2MLjxsCpQEhZnfYmBtEt7inoJ,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,AnavuCC1UJiTAAMMg5raskDncoBy5Uoiuu3oG1KciVsN,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HuEK8pBeSpx1CD7pC8je8kqWMSum6gYJDkfFWwzyryz3,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,8A7u5bD6gHihmPJqKyNf2MunB6GwFm99d95dpLqXu6dd,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GzLyvv3JADwt8XqVUERDR1ee42ybxuMXLr3iuJ2SXqD5,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,6grJk4dcNcnJJi5RhJzocHvqVNyhK7Q3P84HFwLykD91,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,7QXP4joXkHv3AUJnYqXBFgdEhfLBCYyeZFoTz4SdALSv,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,B5twiQV9zcaUW1Lmu5vayG6C8z3pzDEVgJUyuCk8KGQs,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,9p26ihQqeboCMax55xSoJC9JXamtdpgdLrz8Y9qkxoow,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,9c56Q7UVaY1uk9Pqg5ichDnEGKwk2B2BdzaydhVgDJEo,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,3MxWujZwyKQNcBSrE3gZRPXzAR8oG6YDqX3nzLyoJBhP,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,NS8LrAiySLwHUSFx5sRm82AyVUYMKyqAV2FfiWdPqdX,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,7uGbeoSKKx2U8DxvQc4L2tfJLhG7STcrST2eWN51gTyG,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,DDAWAWTTjPxhotxnPtQpDeQN8h9ZYWSnWLeNdbRRVQyY,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GezbbgEC6v7Wn9CzDTyNX34Akt5gsZSJxCeLMQU6q4UW,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GYdkQrFoPwqn7yb99KResYUHZK3EqkhRgBmHHDEmmTdr,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,7azttVEbapDpnMULbN1tCXjV25yXqd6a4uYjMFisp3Vv,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,6gaDAY9Qt5AsxpsL17ND7t5793XtFS3vxFixh7WKd5m1,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,zmBEZnGZHPPtbhKN3bbJVe48Wdpb11JBmHDqy6iYDVr,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,5aPyWVg29GkGnUVhT8XiHiQsYo9KtmRHzYpFZ6F8ijjy,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,DRCDdTnzjM6MDhHowzKAMJ739xUnNwnxPcotZGR7bN2N,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,ESHDf1LMzr2MysEMLJEvEGazZUEhYyiqGzwJnFycAkmF,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HFDBwm8oxeoBmo8SEvcXPLjgDTTBXrT7Gd8HXtgVYZ1k,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,J6HWgtBtXJPchLKuh7HRu2YYxtmBHj8Pj7VhmhjuCDTs,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,Hm1exkZZ5WtLDj2FC6gYcfQ8Ysyq3LZQgeiSjF7BWeSQ,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,H2LyakKx7sL5JWvHj5u6zbqSddwuK3sQRsue796MupM6,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,3Y9UCi6zg6MPYSCR3tkRBg1HFySQSDJjbAsnoLmmi4wW,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,A6oMEVcqexk1nkdY7WRyHEWcYYuBFvutT7hbek5gbcVh,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,EBdjwmxWPhFHnFYU4kjkCGEAoKMQQeK4s6c7puRjeK6F,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,5feJ9S6hPhP7YmVJt2TSbjNsg5UqZZam7gq4g7FFotZv,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,EvCkyU79GpQ4T9nt124HEdgSUeCzACsjrxjxbK6AT8aq,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,4JfCcwjQJSfuwTwe2XsG2n7wt5otG2KAjAfEP2hJQNAB,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,9PNvfCBaxV4RVqZpJHmctLaxihDSxqXLha64ZgcgtHv1,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,ELN4P2NBaq2R8712M9nUfarQZwVScqYnBNy36YSXA5ue,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,BExJqA5Hdn2abBe8Uyk9JNbjMuLh2QCYuo8NE1sYU58K,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,DyGTvZDa66BHJpYxzQiSh9dFApXvuR7v9KiZHw6vgidh,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GFzYg5gGJQ1pWotw2uwZ6qyMCQbPqKLVXv5eQhRpB7jk,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HR6CxnFvsWmoM9RRgE1CCZovY8rjvANRNhSbt8b9qzu7,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HjfZLy49eb2ndRXkN5uRTwgYkU4T2BF9BXptRHEdnbhi,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,3dYfRA7pg1pSYkHA9Cua4gv3SsQaTfCxJYNvJnwfdSNB,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,2M8TKGueL9BC5JejAbm4fU9q9jS1qVKRGGGNtP3db6p5,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,8znM3q8hJZFcGKFcbZGq66XkW9ai3ojo8LpKpCHkgw71,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,FsRysbmuRfNh9GRUnwLiCTBYUwezNe6xMMjjHFTbiA1y,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,2J6wbi9Wt5PHSghXqmP94cvYVea3ZBMDmqnZ5K51V7xN,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,AMcprRdDipJQpddPwwCX3GRSSwF5dQSsGiUrqjxaZ25w,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,3AJj8nXwrWbuGukjZvgqi6tAdqWeUEAaHXF2nPPU4P9G,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,BnFhWf4cGXxVRauhz9L4gWLUwgPCP8Xei9F5GuaK2NGw,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,9JGYsZorzzFDyLNFeZCvHuK8uy4Ef3dFU3rG6EBKqTm8,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,2XSodbwVW1oND8LrT7qCaAPQZfXXzKieXApLcKh91x5d,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GFqkhLyJKtXaBc2F5zqUXLPveYvDSxLBNLEooEEHUh6o,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,2CASmr51q3qVi99zra9kAzk2Zxwcvsj6Ze9e3RXzBYBe,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,5qRC8NCJ4kvGHnXbX6GXFd2VBDNnTEexVaCSzKE7ZWTD,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,5RfKPmYTLRcRZt9mg5qGqEfXEeK2ALMBgjntAvGvLuSr,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,6ubErQXhoDCyfbUHakabxd8vZmPPP72xT6pysHpXkPp,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,wkU1fuAkYD7zjGnS3hSVBCSqCd93ocfGJEV1HY8df2D,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,6LifL6C2vPFptFT8cLZnjn7Hy57weKRiyWGdPN4WV64S,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,BNgCG3e5xh52tkBBuWMPMjNanPimTVMNdsTjG6v2e7uC,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,99VDCfNQBK72KoS8Y4m25orGrmUuwebetLRaNrE2ci1z,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,CHFeNakFGk72NeCdLvgjRnyRckdLAQCSLSiwRhWCdPQL,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,4km3b2D8aYghNzXcejvQGUGxRWEZMqFofDZ9fKWbmmvV,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,FUxHi6ufrnQXrdugB8mXuyDm9xRCXTHhXGb2J9ScRTad,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,KRGfGeZRr8G1j4JeE189qGuuahkRXG7k24dcsAvdUcp,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,CXAm3gLqruJWhuAvtVnM8JPG6dTB2u3TC9RPKHM3vBBf,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,FNEqUNdHujVfiNXcXLJMGTsgR2pcMFkKK1a4ratMgoi8,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HMf3FTHRTuTnDQMAHhsmhd17Jq2uk52bnBKfC6UoPWLZ,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,8jNP5xNNfGBWdtYETobWpdxhfSNuuYqZHX7WbCmweroZ,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,EZF1djkq6BCjrYcJ8L4iQ5Lkz3ZVt2vBFZF2JyemfDiU,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,22NDRpBZLdpAnCCX2KYNY5BUVTd5Qn9eBF4TcTidnjDF,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,2PcqjHBJBZtZ6hJDABSbCDcDyJ6eqqa5TCFjUzoJBHuc,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,FFmMiqQf149aStYb27roZLpgDQuhvS538AHjNZgYpZ4a,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GsbdzTnYSMDsrW4QzazBjy12HworwQJdTncserSup22f,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HWW6UfqFixvsfbxHbr38pjZFPm3Vwo76WerSzaQyhHUy,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,2eXqtgfej6hqYR4NG2ZHgWyfLTC8kPwbMCWQRqrshhta,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,B3TZPkG4aPrzRW9JsEkp4VfTMp8BZ6RLfaxJgmDMdMna,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,FnskvNGoir2Py1zimSbqV6iGLxQJ1Hd9MERAeRjb34xt,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,BkZo56kMq5aL2xvZFnS1U5HYsYWN2oeDmuYYxXE1DRBg,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,HS9zFGtdQ24LjTtQETarTwU5YLtp5fu3v6HJ8Fpxk4Yi,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,4rvqpUAAKyhMm7v2UCac2bcUabZXyU7kkxmm8BGzhZMN,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,C3mB7sPd1Zk7ZkL2MevEj4CRC59X36gDTeiAbBT1h67Y,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,EbTZj4pgoesZ5y7Xg19mLdRH2R8XuupYNZc3gMwM79PG,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,3tFcwxgYr6NGfJ54oU5jAVbqpLesma6kkBEPeYtUs891,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,5w45FWV1vJVg8qxhognsA1hCbnju2CJ4vGFtB1YBWFQG,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,DU7z6c4jqReRDzpGfzXZwpEEWpefimpk8xHjE48BZhmR,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,Bt7g6EDb2R7ynydSsXP6tLHavyikGvgyCy2Pw1XonGrg,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,3wwULqWPZJYjAUDGGBEEmtTuY1VdCLypoqmY16nmMxTT,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,CXoTUYvgfoGxirM7bLznozdS42TLsJvqD72xEVCCFnes,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,GZZ5btZADwJqZY88iYQRpB8WoQKyuK4g3zoKfG7SEoSj,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,JDiHKsjSb1KCQtxgWPgCuYuRziLGCxavBtDiutaL14UG,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,4aD3K6LKfP76T3PV3VAWzPEue3KoVhdG1tEPFgVuGK74,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,71xopQgGEvmoUM2yaGw9jNoV4yh7PmpTsKnKeM5943E,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,DCdz28XfSCPoNGtimRFqtxXWmvqhGSx5QCDNbnZgM1aa,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,Hiw5Mhw41JQxBSzAWbaFGJREAoMFj4V1bxbcYR31muBt,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,CgYw8zGyQ8yGLDkV4Pp1pTxGH56qgjxpHaiJWsNsh8aC,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,8HAVz2MR92xTXQCPCdoo3XX4g8wo9f77GWY5cRVRrvo9,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,wh5WN5u1hQ2GVfz1wDNL3ieaqYpDCr9HLWXGaYsBu8r,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,CTgkJoZ7ytdp6TYUTcHaVEoBNBxF3eawrPDhs8Gk5R5w,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,ASL2cWMrrLpAkNY7A4G3ePMv9XM33PncVBpdfXnngBqu,459248640,0.45924864,65856
validator_history,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,BmzxFKSTTNcnbrJEuMGcteusmWhKtqqbKH8ULBMKthHR,459248640,0.45924864,65856
